path,name,federalregister_agency_url,federalregister_child_ids,federalregister_child_slugs,federalregister_description,federalregister_id,federalregister_json_url,federalregister_logo_medium_url,federalregister_logo_small_url,federalregister_logo_thumb_url,federalregister_name,federalregister_recent_articles_url,federalregister_short_name,federalregister_slug,federalregister_url
/US FEDERAL GOVERNMENT/[federalregister] Small Business Administration (468),[federalregister] Small Business Administration (468),,[],[],"The Small Business Administration aids, counsels, assists, and protects the interests of small business; ensures that small business concerns receive a fair portion of Government purchases, contracts, and subcontracts, as well as of the sales of Government property; makes loans to small business concerns, State and local development companies, and the victims of floods or other catastrophes, or of certain types of economic injury; and licenses, regulates, and makes loans to small business investment companies.The Small Business Administration (SBA) was created by the Small Business Act of 1953 and derives its present existence and authority from the Small Business Act (15 U.S.C. 631 et seq.) and the Small Business Investment Act of 1958 (15 U.S.C. 661).",468,https://www.federalregister.gov/api/v1/agencies/468,https://agency-logos.federalregister.gov/468/medium.png?1279151365,https://agency-logos.federalregister.gov/468/small.png?1279151365,https://agency-logos.federalregister.gov/468/thumb.png?1279151365,Small Business Administration,https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=468&order=newest,SBA,small-business-administration,https://www.federalregister.gov/agencies/small-business-administration
/US FEDERAL GOVERNMENT/[federalregister] Smithsonian Institution (469),[federalregister] Smithsonian Institution (469),,[],[],"The Smithsonian Institution is an independent trust instrumentality of the United States which comprises the world's largest museum and research complex; includes 19 museums and galleries, the National Zoo, and research facilities in several States and the Republic of Panama; and is dedicated to public education, national service, and scholarship in the arts, sciences, history, and culture.The Smithsonian Institution was created by an act of Congress on August 10, 1846 (20 U.S.C. 41 et seq.), to carry out the terms of the will of British scientist James Smithson (1765-1829), who in 1826 had bequeathed his entire estate to the United States ``to found at Washington, under the name of the Smithsonian Institution, an establishment for the increase and diffusion of knowledge among men.'' On July 1, 1836, Congress accepted the legacy and pledged the faith of the United States to the charitable trust.",469,https://www.federalregister.gov/api/v1/agencies/469,https://agency-logos.federalregister.gov/469/medium.jpg?1279151430,https://agency-logos.federalregister.gov/469/small.jpg?1279151430,https://agency-logos.federalregister.gov/469/thumb.jpg?1279151430,Smithsonian Institution,https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=469&order=newest,,smithsonian-institution,https://www.federalregister.gov/agencies/smithsonian-institution
/US FEDERAL GOVERNMENT/[federalregister] Social Security Administration (470),[federalregister] Social Security Administration (470),,[],[],"The Social Security Administration manages the Nation's social insurance program--consisting of retirement, survivors, and disability insurance programs--commonly known as Social Security; administers the Supplemental Security Income program for the aged, blind, and disabled; assigns Social Security numbers to U.S. citizens; and maintains earnings records for workers under their Social Security numbers.The Social Security Administration (SSA) was established by Reorganization Plan No. 2 of 1946 (5 U.S.C. app.), effective July 16, 1946. It became an independent agency in the executive branch by the Social Security Independence and Program Improvements Act of 1994 (42 U.S.C. 901), effective March 31, 1995.",470,https://www.federalregister.gov/api/v1/agencies/470,https://agency-logos.federalregister.gov/470/medium.png?1279151445,https://agency-logos.federalregister.gov/470/small.png?1279151445,https://agency-logos.federalregister.gov/470/thumb.png?1279151445,Social Security Administration,https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=470&order=newest,SSA,social-security-administration,https://www.federalregister.gov/agencies/social-security-administration
/US FEDERAL GOVERNMENT/[federalregister] Special Counsel Office (473),[federalregister] Special Counsel Office (473),http://www.osc.gov/Intro.htm,[],[],"The U.S. Office of Special Counsel (OSC) is an independent federal investigative and prosecutorial agency. Our basic authorities come from four federal statutes: the Civil Service Reform Act, the Whistleblower Protection Act, the Hatch Act, and the Uniformed Services Employment & Reemployment Rights Act (USERRA).
OSC’s primary mission is to safeguard the merit system by protecting federal employees and applicants from prohibited personnel practices, especially reprisal for whistleblowing. The Office receives, investigates, and prosecutes allegations of PPPs, with an emphasis on protecting federal government whistleblowers. OSC seeks corrective action remedies (such as back pay and reinstatement), by negotiation or from the Merit Systems Protection Board (MSPB), for injuries suffered by whistleblowers and other complainants. OSC is also authorized to file complaints at the MSPB to seek disciplinary action against individuals who commit PPPs. 
In addition, OSC also provides a secure channel for federal workers to disclose information about various workplace improprieties, including a violation of law, rule or regulation, gross mismanagement and waste of funds, abuse of authority, or a substantial danger to public health or safety; the Office further promotes compliance by government employees with legal restrictions on political activity by providing advisory opinions on, and enforcing, the Hatch Act; and finally, OSC protects the civilian employment and reemployment rights of military veterans and members of the Guard and Reserve by enforcing the Uniformed Services Employment and Reemployment Rights Act (USERRA). 
",473,https://www.federalregister.gov/api/v1/agencies/473,,,,Special Counsel Office,https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=473&order=newest,OSC,special-counsel-office,https://www.federalregister.gov/agencies/special-counsel-office
/US FEDERAL GOVERNMENT/[federalregister] Special Inspector General for Afghanistan Reconstruction (579),[federalregister] Special Inspector General for Afghanistan Reconstruction (579),http://www.sigar.mil/,[],[],"The Office of the Special Inspector General for Afghanistan Reconstruction (SIGAR) was created by The United States Congress by way of the National Defense Authorization Act (NDAA) for Fiscal Year 2008.

SIGAR was created to provide for:

-- the independent and ojective conduct and supervision of audits and investigations relating to the programs and operations funded with amounts appropriated or otherwise made available for the reconstruction of Afghanistan.
--the independent and objective leadership and coordination of, and recommendations on, policies designed to promote economy efficiency, and effectiveness in the administration of the programs and operations; and prevent and detect waste, fraud, and abuse in such programs and operations.
--a means of keeping the Secretary of State and Secretary of Defense fully and currently informed about problems and deficiencies relating to the administration of such programs and operations and the necessity for and progress on corrective action.",579,https://www.federalregister.gov/api/v1/agencies/579,https://agency-logos.federalregister.gov/579/medium.gif?1323195069,https://agency-logos.federalregister.gov/579/small.gif?1323195069,https://agency-logos.federalregister.gov/579/thumb.gif?1323195069,Special Inspector General for Afghanistan Reconstruction,https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=579&order=newest,SIGAR,special-inspector-general-for-afghanistan-reconstruction,https://www.federalregister.gov/agencies/special-inspector-general-for-afghanistan-reconstruction
/US FEDERAL GOVERNMENT/[federalregister] Special Inspector General For Iraq Reconstruction (474),[federalregister] Special Inspector General For Iraq Reconstruction (474),,[],[],"The Office of the Special Inspector General for Iraq Reconstruction (SIGIR) is the successor to the Coalition Provisional Authority Office of Inspector General (CPA-IG). SIGIR was created in October 2004 by a congressional amendment to Public Law 108-106, triggered by the June 28, 2004, dissolution of the CPA. 

SIGIR continues the oversight that CPA-IG had established for Iraq reconstruction programs and operations. Specifically, SIGIR is mandated with the oversight responsibility of the use, and potential misuse, of the Iraq Relief and Reconstruction Fund (IRRF) and all obligations, expenditures, and revenues associated with reconstruction and rehabilitation activities in Iraq. 

. SIGIR reports administratively to the Secretaries of State and Defense. In addition, SIGIR provides quarterly and semi-annual reports directly to the U.S. Congress.
",474,https://www.federalregister.gov/api/v1/agencies/474,,,,Special Inspector General For Iraq Reconstruction,https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=474&order=newest,SIGIR,special-inspector-general-for-iraq-reconstruction,https://www.federalregister.gov/agencies/special-inspector-general-for-iraq-reconstruction
/US FEDERAL GOVERNMENT/[federalregister] State Department (476),[federalregister] State Department (476),,[],[],"The Department of State advises the President in the formulation and execution of foreign policy and promotes the long-range security and well-being of the United States. The Department determines and analyzes the facts relating to American overseas interests, makes recommendations on policy and future action, and takes the necessary steps to carry out established policy. In so doing, the Department engages in continuous consultations with the American public, the Congress, other U.S. departments and agencies, and foreign governments; negotiates treaties and agreements with foreign nations; speaks for the United States in the United Nations and other international organizations in which the United States participates; and represents the United States at international conferences.

The Department of State was established by act of July 27, 1789, as the Department of Foreign Affairs and was renamed Department of State by Act of September 15, 1789 (22 U.S.C. 2651 note).",476,https://www.federalregister.gov/api/v1/agencies/476,https://agency-logos.federalregister.gov/476/medium.png?1631646511,https://agency-logos.federalregister.gov/476/small.png?1631646511,https://agency-logos.federalregister.gov/476/thumb.png?1631646511,State Department,https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=476&order=newest,DOS,state-department,https://www.federalregister.gov/agencies/state-department
/US FEDERAL GOVERNMENT/[federalregister] State Justice Institute (477),[federalregister] State Justice Institute (477),,[],[],"The State Justice Institute awards grants to improve judicial administration in the State courts of the United States. The State Justice Institute was created by the State Justice Institute Act of 1984 (42 U.S.C. 10701) as a private, nonprofit corporation to further the development and improvement of judicial administration in the State courts.",477,https://www.federalregister.gov/api/v1/agencies/477,,,,State Justice Institute,https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=477&order=newest,SJI,state-justice-institute,https://www.federalregister.gov/agencies/state-justice-institute
/US FEDERAL GOVERNMENT/[federalregister] Surface Transportation Board (481),[federalregister] Surface Transportation Board (481),https://www.stb.gov,[],[],"The Surface Transportation Board was established in 1996 as the successor to the Interstate Commerce Commission. The Board was administratively aligned with the Department of Transportation until enactment of the Surface Transportation Board Reauthorization Act of 2015 established the Board as a fully independent agency. The Board consists of five members, appointed by the President with the advice and consent of the Senate for 5-year terms.

The Board is charged with the economic regulation of various modes of surface transportation, primarily freight rail. The Board has regulatory jurisdiction over railroad rate reasonableness, mergers, line acquisitions, new rail line construction, and abandonments of existing rail lines.  While most of the Board’s work involves freight railroads, the Board also has certain responsibilities with respect to passenger rail matters; the intercity bus industry; pipelines other than water, gas, or oil; household goods carriers’ tariffs; and rate regulation of non-contiguous domestic water transportation (i.e., freight shipping between mainland United States and Hawaii, Alaska, Puerto Rico, and other U.S. territories and possessions).",481,https://www.federalregister.gov/api/v1/agencies/481,https://agency-logos.federalregister.gov/481/medium.png?1279151487,https://agency-logos.federalregister.gov/481/small.png?1279151487,https://agency-logos.federalregister.gov/481/thumb.png?1279151487,Surface Transportation Board,https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=481&order=newest,STB,surface-transportation-board,https://www.federalregister.gov/agencies/surface-transportation-board
/US FEDERAL GOVERNMENT/[federalregister] Susquehanna River Basin Commission (482),[federalregister] Susquehanna River Basin Commission (482),,[],[],"The Susquehanna River Basin Commission (SRBC) was established by the Susquehanna River Basin Compact, signed into law on December 24, 1970.Its mission, as defined in the Compact, is to enhance public welfare through comprehensive planning, water supply allocation, and management of the water resources of the Susquehanna River Basin. To accomplish this mission, the SRBC works to: reduce damages caused by floods; provide for the reasonable and sustained development and use of surface and ground water for municipal, agricultural, recreational, commercial and industrial purposes; protect and restore fisheries, wetlands and aquatic habitat; protect water quality and instream uses; and ensure future availability of flows to the Chesapeake Bay. ",482,https://www.federalregister.gov/api/v1/agencies/482,,,,Susquehanna River Basin Commission,https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=482&order=newest,SRBC,susquehanna-river-basin-commission,https://www.federalregister.gov/agencies/susquehanna-river-basin-commission
/US FEDERAL GOVERNMENT/[federalregister] Tennessee Valley Authority (486),[federalregister] Tennessee Valley Authority (486),,[],[],"The Tennessee Valley Authority conducts a unified program of resource development for the advancement of economic growth in the Tennessee Valley region.The Tennessee Valley Authority (TVA) is a wholly owned Government corporation created by act of May 18, 1933 (16 U.S.C. 831-831dd). All functions of the Authority are vested in its nine-member Board of Directors, the members of which are appointed by the President with the advice and consent of the Senate. The Board designates one member as Chairman.",486,https://www.federalregister.gov/api/v1/agencies/486,https://agency-logos.federalregister.gov/486/medium.png?1279151566,https://agency-logos.federalregister.gov/486/small.png?1279151566,https://agency-logos.federalregister.gov/486/thumb.png?1279151566,Tennessee Valley Authority,https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=486&order=newest,TVA,tennessee-valley-authority,https://www.federalregister.gov/agencies/tennessee-valley-authority
/US FEDERAL GOVERNMENT/[federalregister] The White House Office (487),[federalregister] The White House Office (487),,[],[],"The White House Office serves the President in the performance of the many detailed activities incident to his immediate office.The President's staff facilitates and maintains communication with the Congress, the heads of executive agencies, the press and other information media, and the general public. The various Assistants to the President aid the President in such matters as he may direct.",487,https://www.federalregister.gov/api/v1/agencies/487,,,,The White House Office,https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=487&order=newest,,the-white-house-office,https://www.federalregister.gov/agencies/the-white-house-office
/US FEDERAL GOVERNMENT/[federalregister] Thrift Depositor Protection Oversight Board (488),[federalregister] Thrift Depositor Protection Oversight Board (488),,[],[]," Thrift Depositor Protection Oversight Board was originally established by Act of August 9, 1989 as the Oversight Board for the Resolution Trust Corporation. Under the general supervision of the Oversight Board, the Resolution Trust Corporation managed and resolved failed savings associations that were insured by the Federal Savings and Loan Insurance Corporation before the enactment of the Financial Institutions Reform, Recovery, and Enforcement Act of 1989. The name was changed to the Thrift Depositor Protection Oversight Board by act of Dec. 12, 1991. The Board was abolished by act of July 29, 1998 and its authority and duties were transferred to the Secretary of the Treasury Department.",488,https://www.federalregister.gov/api/v1/agencies/488,,,,Thrift Depositor Protection Oversight Board,https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=488&order=newest,TDPOB,thrift-depositor-protection-oversight-board,https://www.federalregister.gov/agencies/thrift-depositor-protection-oversight-board
/US FEDERAL GOVERNMENT/[federalregister] Trade and Development Agency (490),[federalregister] Trade and Development Agency (490),,[],[],"The Trade and Development Agency advances economic development and U.S. commercial interest in developing and middle-income countries in the following regions of the world: East Asia, Europe and Eurasia, Latin America and the Caribbean, Middle East and North Africa, South and Southeast Asia, and Sub-Saharan Africa. The Trade and Development Program was established on July 1, 1980, as a component organization of the International Development Cooperation Agency. Section 2204 of the Omnibus Trade and Competitiveness Act of 1988 (22 U.S.C. 2421) made it a separate component agency. The organization was renamed the Trade and Development Agency (USTDA) and made an independent agency within the executive branch of the Federal Government on October 28, 1992, by the Jobs Through Exports Act of 1992 (22 U.S.C. 2421).",490,https://www.federalregister.gov/api/v1/agencies/490,,,,Trade and Development Agency,https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=490&order=newest,USTDA,trade-and-development-agency,https://www.federalregister.gov/agencies/trade-and-development-agency
"/US FEDERAL GOVERNMENT/[federalregister] Trade Representative, Office of United States (491)","[federalregister] Trade Representative, Office of United States (491)",,[],[],"The Office of the United States Trade Representative was created as the Office of the Special Representative for Trade Negotiations by Executive Order 11075 of January 15, 1963. The Trade Act of 1974 (19 U.S.C. 2171) established the Office as an agency of the Executive Office of the President charged with administering the trade agreements program.The Office of the United States Trade Representative is responsible for setting and administering overall trade policy. The Office is headed by the United States Trade Representative, a Cabinet-level official with the rank of Ambassador, who is directly responsible to the President. There are three Deputy United States Trade Representatives, who also hold the rank of Ambassador--two located in Washington and one in Geneva. The Chief Agricultural Negotiator also holds the rank of Ambassador.The United States Trade Representative serves as an ex officio member of the Boards of Directors of the Export-Import Bank and the Overseas Private Investment Corporation, and serves on the National Advisory Council for International Monetary and Financial Policy.",491,https://www.federalregister.gov/api/v1/agencies/491,,,,"Trade Representative, Office of United States",https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=491&order=newest,USTR,trade-representative-office-of-united-states,https://www.federalregister.gov/agencies/trade-representative-office-of-united-states
/US FEDERAL GOVERNMENT/[federalregister] Transportation Department (492),[federalregister] Transportation Department (492),,,,"The Department of Transportation (DOT) was established by an act of Congress on October 15, 1966. The Department’s first official day of operation was April 1, 1967. [http://www.dot.gov/about.html]

The mission of the Department of Transportation is to ensure a fast, safe, efficient, accessible and convenient transportation system that meets our vital national interests and enhances the quality of life of the American people.

Organizations within the DOT include the Federal Highway Administration, the Federal Aviation Administration, the National Highway Traffic Safety Administration, the Federal Transit Administration, the Federal Railroad Administration and the Maritime Administration.  

For further information about the functions, organization, and activities, of the U.S. Department of Transportation, please visit http://www.dot.gov/.

__________
Source:
http://www.whitehouse.gov/our-government/executive-branch",492,https://www.federalregister.gov/api/v1/agencies/492,https://agency-logos.federalregister.gov/492/medium.png?1279149106,https://agency-logos.federalregister.gov/492/small.png?1279149106,https://agency-logos.federalregister.gov/492/thumb.png?1279149106,Transportation Department,https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=492&order=newest,DOT,transportation-department,https://www.federalregister.gov/agencies/transportation-department
/US FEDERAL GOVERNMENT/[federalregister] Treasury Department (497),[federalregister] Treasury Department (497),,,,"The U.S. Department of the Treasury was established by act of 1789.

The Treasury Department is responsible for promoting economic prosperity and ensuring the soundness and security of the U.S. and international financial systems.
The Department operates and maintains systems that are critical to the nation's financial infrastructure, such as the production of coin and currency, the disbursement of payments to the American public, the collection of taxes, and the borrowing of funds necessary to run the federal government. 

The Department works with other federal agencies, foreign governments, and international financial institutions to encourage global economic growth, raise standards of living, and, to the extent possible, predict and prevent economic and financial crises. 

The Treasury Department also performs a critical and far-reaching role in enhancing national security by improving the safeguards of our financial systems, implementing economic sanctions against foreign threats to the U.S., and identifying and targeting the financial support networks of national security threats.  

For further information about the functions, organization, and activities, of the U.S. Department of the Treasury, please visit http://www.ustreas.gov/.

__________
Source:
http://www.whitehouse.gov/our-government/executive-branch",497,https://www.federalregister.gov/api/v1/agencies/497,https://agency-logos.federalregister.gov/497/medium.png?1279151525,https://agency-logos.federalregister.gov/497/small.png?1279151525,https://agency-logos.federalregister.gov/497/thumb.png?1279151525,Treasury Department,https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=497&order=newest,TREAS,treasury-department,https://www.federalregister.gov/agencies/treasury-department
/US FEDERAL GOVERNMENT/[federalregister] Twenty-First Century Workforce Commission (498),[federalregister] Twenty-First Century Workforce Commission (498),,[],[],"Establishment of the Twenty-First Century Workforce Commission was mandated by Subtitle C of Title III of the Workforce Investment Act, Sec. 331 of Pub. L. 105-220, 112 Stat. 1087-1091 (29 U.S.C. 2701 note), signed into law on August 7, 1998. 

The 15 voting member Twenty-First Century Workforce Commission is charged with carrying out a study of the information technology workforce in the U.S., including the examination of the following issues:
What skills are currently required to enter the information technology workforce? What technical skills will be demanded in the near future?
How can the United States expand its number of skilled information technology workers?
How do information technology education programs in the United States compare with other countries in effectively training information technology workers? 

The Workforce Investment Act directed the Commission to issue recommendations to the President and Congress within six months. The Commission first met on November 16, 1999, and issued its final report with recommendations by May 16, 2000. 

__________
Source:
Federal Register of June 14, 2000 (65 FR 37467)",498,https://www.federalregister.gov/api/v1/agencies/498,,,,Twenty-First Century Workforce Commission,https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=498&order=newest,,twenty-first-century-workforce-commission,https://www.federalregister.gov/agencies/twenty-first-century-workforce-commission
/US FEDERAL GOVERNMENT/[federalregister] U.S. House of Representatives (502),[federalregister] U.S. House of Representatives (502),,[],[],"The House of Representatives is made up of 435 elected members, divided among the 50 states in proportion to their total population. In addition, there are 6 non-voting members, representing the District of Columbia, the Commonwealth of Puerto Rico, and four other territories of the United States. The presiding officer of the chamber is the Speaker of the House, elected by the Representatives. He or she is third in the line of succession to the Presidency.

Members of the House are elected every two years and must be 25 years of age, a U.S. citizen for at least seven years, and a resident of the state (but not necessarily the district) they represent.

The House has several powers assigned exclusively to it, including the power to initiate revenue bills, impeach federal officials, and elect the President in the case of an electoral college tie. 

For further information about the functions, organization, and activities, of the U.S. House of Representatives, please visit http://www.house.gov/.

__________
Sources:
http://www.whitehouse.gov/our-government/legislative-branch.
",502,https://www.federalregister.gov/api/v1/agencies/502,,,,U.S. House of Representatives,https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=502&order=newest,HOUSE,u-s-house-of-representatives,https://www.federalregister.gov/agencies/u-s-house-of-representatives
/US FEDERAL GOVERNMENT/[federalregister] U.S. Trade Deficit Review Commission (504),[federalregister] U.S. Trade Deficit Review Commission (504),,[],[],"The U.S. Trade Deficit Review Commission (TDRC) was created in the Omnibus Appropriations Bill signed into law on October 21, 1998 (19 U.S.C. 2213). The TDRC was officially constituted and organized in August 1999. The Commission was composed of 12 members appointed by the leadership of the House of Representatives and the Senate.

Through a series of hearings and briefing sessions  the TDRC took testimony from business, government, labor, NGOs and academics and commissioned a number of studies to respond to its Congressional mandate. The Commission’s purpose was to study the nature, causes, and consequences of the United States merchandise trade and current account deficits. On November 14, 2000, a report on findings and recommendations of the Commission was issued.  

__________
Source: 
http://govinfo.library.unt.edu/tdrc/index.html.
",504,https://www.federalregister.gov/api/v1/agencies/504,,,,U.S. Trade Deficit Review Commission,https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=504&order=newest,TDRC,u-s-trade-deficit-review-commission,https://www.federalregister.gov/agencies/u-s-trade-deficit-review-commission
/US FEDERAL GOVERNMENT/[federalregister] U.S.-China Economic and Security Review Commission (505),[federalregister] U.S.-China Economic and Security Review Commission (505),https://www.uscc.gov/,[],[],"The U.S.-China Economic and Security Review Commission (USCC) was created on October 30, 2000 by Public Law 106-398 (the Floyd D. Spence National Defense Authorization Act for 2001) as amended. 

The purpose of the USCC is to monitor, investigate, and report to Congress on the national security implications of the bilateral trade and economic relationship between the United States and the People’s Republic of China and require. The Commission is required to issue an annual report of its evaluation and findings. 

The Commission adopted a broad interpretation of “national security” in evaluating how the U.S.-China relationship affects the economic health and industrial base of the United States and the state of U.S. economic and security interests and influence in Asia.
",505,https://www.federalregister.gov/api/v1/agencies/505,,,,U.S.-China Economic and Security Review Commission,https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=505&order=newest,USCC,u-s-china-economic-and-security-review-commission,https://www.federalregister.gov/agencies/u-s-china-economic-and-security-review-commission
/US FEDERAL GOVERNMENT/[federalregister] Unified Carrier Registration Plan (601),[federalregister] Unified Carrier Registration Plan (601),https://www.fmcsa.dot.gov/faq/what-unified-carrier-registration-ucr-system-and-how-do-i-sign,[],[],"Created by the Unified Carrier Registration Act of 2005 (UCR Act - 49 United States Code (USC) section 14504a), the Unified Carrier Registration Plan replaces the former system for registering and collecting fees from the operators of vehicles engaged in interstate travel – the Single State Registration System (SSRS).",601,https://www.federalregister.gov/api/v1/agencies/601,,,,Unified Carrier Registration Plan,https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=601&order=newest,UCR,unified-carrier-registration-plan,https://www.federalregister.gov/agencies/unified-carrier-registration-plan
/US FEDERAL GOVERNMENT/[federalregister] United States African Development Foundation (4),[federalregister] United States African Development Foundation (4),https://www.usadf.gov/,[],[],"The United States African Development Foundation (USADF) was established under the African Development Foundation Act of 1980 (22 U.S.C. 290h) as an Independent Federal agency created to support African-designed and African-driven solutions addressing grass-roots economic and social problems.

USADF provides grants to community groups and small enterprises that benefit under served and marginalized groups in Africa.  Marginalized groups are people that have significant needs that are not being currently addressed by existing governments programs, NGOs, or other international development efforts. USADF measures grant success in terms of jobs, increased incomes levels, and improved social conditions.

The United States African Development Foundation was formerly the African Development Foundation (See Pub. L. 113-76).

",4,https://www.federalregister.gov/api/v1/agencies/4,https://agency-logos.federalregister.gov/4/medium.jpg?1308254131,https://agency-logos.federalregister.gov/4/small.jpg?1308254131,https://agency-logos.federalregister.gov/4/thumb.jpg?1308254131,United States African Development Foundation,https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=4&order=newest,USADF,african-development-foundation,https://www.federalregister.gov/agencies/african-development-foundation
/US FEDERAL GOVERNMENT/[federalregister] United States Agency for Global Media (608),[federalregister] United States Agency for Global Media (608),https://www.usagm.gov/,[],[],"The mission of United States Agency for Global Media (USAGM) is to inform, engage, and connect people around the world in support of freedom and democracy.

USAGM networks are news leaders, uncovering stories left untold in environments that lack press freedom. They serve 354 million in 100 countries and 62 languages every week.",608,https://www.federalregister.gov/api/v1/agencies/608,,,,United States Agency for Global Media,https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=608&order=newest,USAGM,united-states-agency-for-global-media,https://www.federalregister.gov/agencies/united-states-agency-for-global-media
/US FEDERAL GOVERNMENT/[federalregister] United States Enrichment Corporation (509),[federalregister] United States Enrichment Corporation (509),,[],[],"The United States Enrichment Corporation (USEC) was established under the Energy Policy Act of 1992 (EPACT) as an initial step in transferring to the private sector the uranium enrichment activities formerly held by the U.S. Department of Energy (DOE).
 
USEC began operating as a business on July 1, 1993. It manages the operation of gaseous diffusion plants for uranium enrichment in Paducah, Kentucky, and Portsmouth, Ohio. USEC also demonstrated the commercial application of the Atomic Vapor Laser Isotope Separation (AVLIS) technology for uranium enrichment. USEC’s privatization was completed on July 28, 1998 through an initial public offering of USEC stock. The U.S. government received about three billion dollars for USEC.

Source: http://www.usec.com/quickfacts.htm
",509,https://www.federalregister.gov/api/v1/agencies/509,,,,United States Enrichment Corporation,https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=509&order=newest,USEC,united-states-enrichment-corporation,https://www.federalregister.gov/agencies/united-states-enrichment-corporation
/US FEDERAL GOVERNMENT/[federalregister] United States Information Agency (510),[federalregister] United States Information Agency (510),,[],[],"The United States Information Agency (USIA) was established August 1953. In April 1978, the agency name was temporarily changed to the International Communication Agency (USICA), when its functions were consolidated with those of the Bureau of Educational and Cultural Affairs of the Department of State. The name was restored to USIA however in August of 1982.

USIA’s basic legislative mandates are the Smith-Mundt Act of 1948 and the Fulbright-Hays Act of 1961. The International Broadcasting Act of 1994 reorganized and consolidated all non-military U.S. government international broadcasting into USIA, supervised by the Broadcasting Board of Governors. 
Until 1999, the USIA functioned as an independent foreign affairs agency within the executive branch of the U.S. government. USIA explained and supported American foreign policy and promoted U.S. national interests through a wide range of overseas information programs. The agency also promoted mutual understanding between the United States and other nations by conducting educational and cultural activities.

Pursuant to the Foreign Affairs Reform and Restructuring Act of 1998, USIA was integrated into the Department of State on October 1, 1999. 
",510,https://www.federalregister.gov/api/v1/agencies/510,,,,United States Information Agency,https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=510&order=newest,USIA,united-states-information-agency,https://www.federalregister.gov/agencies/united-states-information-agency
/US FEDERAL GOVERNMENT/[federalregister] United States Institute of Peace (511),[federalregister] United States Institute of Peace (511),,[],[],"The United States Institute of Peace promotes research, policy analysis, education, and training on international peace and conflict resolution.The United States Institute of Peace (USIP) is an independent institution, established by Congress pursuant to title XVII of the Defense Authorization Act of 1985, as amended (22 U.S.C. 4601-4611). USIP's mission is to help prevent and resolve violent conflicts, promote post-conflict stability and development, and increase peacebuilding capacity, tools, and intellectual capital worldwide. The Institute achieves this by empowering others with knowledge, skills, and resources, as well as by directly engaging in peacebuilding throughout the world.",511,https://www.federalregister.gov/api/v1/agencies/511,,,,United States Institute of Peace,https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=511&order=newest,USIP,united-states-institute-of-peace,https://www.federalregister.gov/agencies/united-states-institute-of-peace
/US FEDERAL GOVERNMENT/[federalregister] United States Olympic and Paralympic Committee (610),[federalregister] United States Olympic and Paralympic Committee (610),https://www.teamusa.org,[],[],The mission of the U.S. Olympic and Paralympic Committee is to empower Team USA athletes to achieve sustained competitive excellence and well-being.,610,https://www.federalregister.gov/api/v1/agencies/610,https://agency-logos.federalregister.gov/610/medium.png?1619120938,https://agency-logos.federalregister.gov/610/small.png?1619120938,https://agency-logos.federalregister.gov/610/thumb.png?1619120938,United States Olympic and Paralympic Committee,https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=610&order=newest,USOPC,united-states-olympic-and-paralympic-committee,https://www.federalregister.gov/agencies/united-states-olympic-and-paralympic-committee
